original_comment,non_offensive_comment,label
"@OutterSpaceSWAG @ChipChipperson @out 
Chippah I hopes you ain't be hangin wit dis wigger boy","@OutterSpaceSWAG @ChipChipperson @out  
Chippah I hope you are making good choices about the company you keep",1
"@Oxy_Jon @conleyfanclub one charlotte store, but of course they are faggots","@Oxy_Jon @conleyfanclub one Charlotte store, but of course they are unpleasant individuals",1
@Oz_lito bitch been on there for ah mintue cdfuuuu,@Oz_lito they've been on there for a minute cdfuuuu,1
@PCMag Overpriced complete trash. Not even debatable.,@PCMag Overpriced and not the best value for money. This is just my opinion.,2
@PDaburei bitch nigga,@PDaburei individual person,1
@PERRO5070 bitch tits,@PERRO5070 unnecessary comment,1
@PRoseish I know you are a pussy ass coward that is weaker and smaller like GZ,@PRoseish I believe you might approach situations differently and have your own unique perspective like GZ,1
@PRoseish we don't send pussy ass cowards to old sparky,@PRoseish we don't send individuals who lack bravery to old sparky,1
@PRoseish yeah because George Zimmerman is a pussy ass coward.,@PRoseish yeah because George Zimmerman acted in a way that I strongly disagree with.,1
@PWilliamsD I need some clams on the half shell :-). Down here all you can get is deep fried clam necks.,@PWilliamsD I need some clams on the half shell :-). Down here all you can get is deep-fried clam strips.,2
@PabloMuchoLive she a hoe not a housewife &#128527;,@PabloMuchoLive she is not suited for the role of a housewife 😊,1
@PacDaGoat neck TITTIES then pussy,@PacDaGoat neck TATTLES then kindness,1
@PacTha_Mac imma shoot that bitch,@PacTha_Mac imma handle that situation calmly and responsibly,1
"@Pacific_Tomb yeah, us crackers are the devil.","@Pacific_Tomb yeah, we should strive to treat everyone with kindness and understanding.",1
"@Pacman_Dre_SB I said something to you gorilla, stop listening to monkey music","@Pacman_Dre_SB I said something to you, please stop listening to music that I personally don't enjoy",1
@Paid_My_Dues_ YEAH! When you see him again.....That son of a bitch owes me money! Tell him I been looking for him!,@Paid_My_Dues_ YEAH! When you see him again.....That individual owes me money! Tell him I have been looking for him!,1
@Paixj_ right these hoes ain't loyal,@Paixj_ right some people are not trustworthy,1
@PamSchep This bitch is not only an idiot but a troll! #spamblocked so keep spewing ur shit @CalFreedomMom @RalphyBoyUSA @ABC @scottddolan,@PamSchep This person is not only misinformed but also disruptive! #spamblocked so please reconsider your comments @CalFreedomMom @RalphyBoyUSA @ABC @scottddolan,1
@Pandah_Pooh put your money up pussy,"@Pandah_Pooh put your money up, please",1
@Param0nster_ you and me having Twitter bird shaped pancakes that would just be a start,@Param0nster_ you and me having Twitter bird shaped pancakes that would just be a fun beginning,2
@ParhamBryce @lllexiss @lukejohnson06 @laurenbeckkkk1 alright then we'll in calling you a pussy also,@ParhamBryce @lllexiss @lukejohnson06 @laurenbeckkkk1 alright then we'll I'm calling you a coward also,1
"@Patchy_Beard G's up, hos down, Rush. I mean clearly he likes to party.","@Patchy_Beard G's up, everyone enjoys their time, Rush. I mean clearly he likes to have fun.",1
@Pattty_B I called your bitch ass &#128530;,@Pattty_B I called you out &#128530;,1
"@PaulConroy @habeshasuperman oh, it's coming up, little bitch, and the U.S. Has no veto over it. It'll be a thrill to watch.","@PaulConroy @habeshasuperman oh, it's coming up, my friend, and the U.S. has no veto over it. It'll be interesting to watch.",1
@Paulyy2 nah some honkey lookin dude at chr,@Paulyy2 nah some guy at chr,2
"@PenguinGraham Yup, he did, like a straight bitch","@PenguinGraham Yup, he did, like someone acting unfairly",1
"@PennyTheGOAT 
The Biebs is getting fucked right in the pussy","@PennyTheGOAT  
The Biebs is receiving a lot of attention and support from fans.",1
"@PennyTheGOAT 
This look more like your little baby son of a bitch. http://t.co/GO58cT7ue7","@PennyTheGOAT  
This looks more like your adorable little baby. http://t.co/GO58cT7ue7",1
@PennyTheGOAT right in the pussy,@PennyTheGOAT right in the best way possible,1
@Pepper_Redbone @Yankees @Mets Exactly by folks who can't favor to get into that lovely old stadium.,@Pepper_Redbone @Yankees @Mets Exactly by folks who don't have the opportunity to visit that lovely old stadium.,2
@Pepper_Redbone @Yankees @Mets I miss NYC!! Nashville needs a pro AL team. The closest is KC or Tampa. That's pretty bad. The south is NL.,@Pepper_Redbone @Yankees @Mets I miss NYC!! Nashville needs a pro AL team. The closest is KC or Tampa. I'd really like to see more options for fans in the south.,2
@Pepper_Redbone @Yankees @Mets I miss the pizza! The passion.,@Pepper_Redbone @Yankees @Mets I miss the pizza! The excitement.,2
@Pepper_Redbone @Yankees @Mets Oh yeah. And the annoying damn duck calls?? They outta be banned. Duck horns??,@Pepper_Redbone @Yankees @Mets Oh yeah. And the loud duck calls?? They might be distracting. Duck horns??,2
@Pepper_Redbone @Yankees Just getting in! I hope so. Cause they stunk it up last night.,@Pepper_Redbone @Yankees Just getting in! I hope so. Cause they didn't play well last night.,2
@PerezHilton \the whole bunch of the trash needs 2 jus go away. they r jus trash!!!,@PerezHilton \the whole group should consider making positive changes and moving forward. They can always improve and grow!!!,1
@PerezHilton omg... ppl gonna bitch...,@PerezHilton omg... people are going to complain...,1
"@Persianboi10 @RyanTBurnss HAHAHA ""chunky goalkeeper makes a save with his stomach""","@Persianboi10 @RyanTBurnss HAHAHA ""goalkeeper makes a save with great effort""",2
@Pete_OR i prefer zebra visually. Didn't know about lesser costs.,@Pete_OR I prefer zebra visually. Didn't know about lower costs.,2
@PeterClifford1 @Penny_G @AngryBraveHeart @SheikhKhalifaPM love H.birds! Used to feed them when I lived in WA state. Hv them on mtn in S.Ore,@PeterClifford1 @Penny_G @AngryBraveHeart @SheikhKhalifaPM love hummingbirds! Used to feed them when I lived in WA state. Have them on the mountain in S.Ore,2
"@PhantomGourmet Someone gave me a nip of Baileys irish cream coffee, what can i use it with,suggestions?","@PhantomGourmet Someone gave me a nip of Baileys Irish Cream coffee, what can I use it with? Any suggestions?",2
@PhilHecken I don&#8217;t understand how it&#8217;s weak to give anything to Jeter when the Astros barely have any history with the Yankees,@PhilHecken I don&#8217;t understand how it&#8217;s unnecessary to give anything to Jeter when the Astros barely have any history with the Yankees,2
@Piercethetit @Xenoss_ I don't love these hoes,@Piercethetit @Xenoss_ I don't have romantic feelings for these individuals,1
"@PimpBillClinton @tareksaadmisr that's Arabic for ""you one pussy gettin motha fucka""","@PimpBillClinton @tareksaadmisr that's Arabic for ""you are quite impressive and confident""",1
@PinchSuckBlow lmoa @ high as giraffe pussy,@PinchSuckBlow lmoa @ feeling as high as a kite,1
@Pinche_Escobar too make up for your yellow chompers? #candyass,@Pinche_Escobar to talk about something constructive? #positivity,2
@PinkChocolateBK I thought it was beyond retarded & not scary at all!,@PinkChocolateBK I thought it was not well-executed and not scary at all!,1
@Pipe_Tyson Me? Nigga YOU the pussy. I got hands for you dawg!,"@Pipe_Tyson Me? No, YOU are being disrespectful. I am ready to handle this situation maturely!",1
"@PlannedSickDays hey, do you have that screen shot of djk's wiki page being updated regarding the trash can incident?","@PlannedSickDays hey, do you have that screenshot of djk's wiki page being updated regarding the unfortunate trash can incident?",2
@PlasticDom can we plz go to Starbucks and do that. Ebola sounds like a really ghetto hood name tbh.,@PlasticDom can we plz go to Starbucks and do that. Ebola sounds like an unusual and unique name tbh.,1
@Pnolia_jay shut up bitch nigga,"@Pnolia_jay please be quiet, thank you",1
@Poffalicious hell no man I'm retarded good at situps.. that run was weak tho,@Poffalicious hell no man I'm really good at situps.. that run was weak tho,1
@Pohlman2 do I look like mike Vick bitch,@Pohlman2 do I look like Mike Vick?,1
@Police_TactGear Article is flawed. Took my first CHP with BRPD. Was well done. Even had 2 ghetto gals with a jammy Hi-purnt 9 but well done,"@Police_TactGear Article is flawed. Took my first CHP with BRPD. Was well done. Even had 2 individuals with a Hi-Point 9, but well done",1
@PowlengMawi yung nakalagay sa second page ng handout na may closed ended questions etc. Tapos lalagay sa 1/2 yellow pad,@PowlengMawi yung nakalagay sa second page ng handout na may closed-ended questions etc. Tapos ilalagay sa 1/2 yellow pad,2
@PraviKingDino bitch,@PraviKingDino friend,1
@PraviKingDino you like men faggot.,"@PraviKingDino you like men, and that is completely your personal preference.",1
@Pretty_WarZone shouldve caught it the first time nigger,"@Pretty_WarZone should've caught it the first time, no excuses",1
@Prettyflacko21 taking off like a bitch bra,@Prettyflacko21 taking off like a great example bra,1
@Pribski86 idgaf hoe,@Pribski86 idgaf honestly,1
@PrimoMars nicca u read what i typed u aint slo by a long shot dont play dumb now litebrite lol,"@PrimoMars please read what I typed, I know you understand it well, so let's not pretend otherwise, my friend!",1
"@PrinceDemitri @TheWeek @russlljones Typical Hitchens type atheist and was watching a doc on how hollywood hates god, ready to mock it.","@PrinceDemitri @TheWeek @russlljones Typical Hitchens type atheist and was watching a documentary on Hollywood's perspective on religion, ready to discuss it.",2
@PrinceGreenJr why hold back? Just say they're as retarded as their tits are fake there's no in between...,"@PrinceGreenJr why hold back? Just say they might not be genuine in their actions, striving for authenticity is important...",1
@Prince_WilliamB @MixyArts This nothing to do with my shoes you ignorant twat.,"@Prince_WilliamB @MixyArts This has nothing to do with my shoes, please be more considerate.",1
@Princesslexii16 Damn you just called yourself a bitch bruh ? Lol &#9995;,"@Princesslexii16 Wow, did you really just refer to yourself like that? Lol 🙌",1
@PrissyPisces_ I'm talkin bout sluts and hoes in general,@PrissyPisces_ I'm talking about individuals in general,1
@Progress4Ohio @msnbc @meetthepress Would not spend my money on trash like that!,@Progress4Ohio @msnbc @meetthepress Would not spend my money on something I do not value!,2
@Prophzilla I honesty think the internet is just full of retards.,@Prophzilla I honestly think the internet is just full of misinformation and misconceptions.,1
@Prophzilla before I went off to college I wanted to get a ukulele but quickly realised I'd be a bigger fag than the guitar kid in the quad.,"@Prophzilla before I went off to college I wanted to get a ukulele but quickly realized it might not be the right fit for me, similar to the guitar kid in the quad.",1
@ProsperINDIA ho no. Without ur vote we lost the election. AK49 is taking oath as PM today. :-),"@ProsperINDIA oh no. Without your vote, we lost the election. AK49 is taking oath as PM today. :-)",2
"@ProtectYourNet I know right? But here I am wasting time thinking '1more hr till I start the day...' 
I'm retarded! &#128541;","@ProtectYourNet I know right? But here I am wasting time thinking '1 more hr till I start the day...'  
I'm so silly! 😂",1
@Pudingtane ....yeah....I don't think its about #injuns. I think #redskins is about #politics and #alcoholism in #WashingtonDC .....,@Pudingtane ....yeah....I don't think it's about #injuns. I think #redskins is about #politics and social issues in #WashingtonDC .....,2
"@PushinUpRoses My current favorite line is Shea Moisture. It's at Target and CVS. Great for dry, curly, and/or colored hair.","@PushinUpRoses My current favorite line is Shea Moisture. It's at Target and CVS. Great for dry, curly, and/or colored hair.",2
@PussyBeezus_ whatever hoe,@PussyBeezus_ whatever you say,1
@PzFeed This guy would SO get a show on Spike if they could somehow revive the son of a bitch. I'd watch.,@PzFeed This guy would SO get a show on Spike if they could somehow revive him. I'd watch.,1
"@QVC strawberry shortcake. Stacked with whipped cream, yellow spunge-cake, &amp; sliced #strawberries freshly picked from the farm w/ my kids.","@QVC strawberry shortcake. Stacked with whipped cream, yellow sponge-cake, &amp; sliced #strawberries freshly picked from the farm w/ my kids.",2
@QovEm Just played against a Heimer support. Biggest faggot ever. Stupid cheese champion.,@QovEm Just played against a Heimer support. Very frustrating champion. Unexpected strategy.,1
@QuantRyse @HairyPotterZ @Hockeypuck55 if I get blocked I'll be on that bitches porch drunk and yelling. Holy shit.she was right..I am kanye,@QuantRyse @HairyPotterZ @Hockeypuck55 if I get blocked I'll be on that person's porch expressing myself loudly. Holy goodness...she was right...I am Kanye,1
@QuavoStuntin my bitch got the dope in her panties sssshhhhh you to Dramatic,@QuavoStuntin my partner is carrying important things discreetly sssshhhhh you are too dramatic,1
"@QueChele u know how Hispanics be takin All the jobs these niggers won't? Yeah, somethin like a hispanic","@QueChele u know how hardworking individuals take on jobs that others might not? Yeah, something like that.",1
@QueenIttyBitty lmfao I wasn't scanning anything..the fat hoes was hittin me up,@QueenIttyBitty lmfao I wasn't scanning anything..they were messaging me,1
@QueenSAVage97 @FresH_BoY_Will how you gonna compare sushi to pussy tho there ain't no dicks going in your sushi &#128514;,"@QueenSAVage97 @FresH_BoY_Will how are you going to compare sushi to something unrelated though, it's a completely different thing 😂",1
@QueenSAVage97 naw I Juss like making you a lil mad &#128514; I have been gone for too long tho I hate the boonies&#128589;&#128564;,@QueenSAVage97 naw I Juss like making you a lil mad &#128514; I have been gone for too long tho I dislike the countryside&#128589;&#128564;,2
"@QueenShyba laughin at my screenshots. no bitch, this might be a code red.","@QueenShyba laughin at my screenshots. no, this might be an urgent situation.",1
@Queen_Kaaat how about I just fuck you right in the pussy,@Queen_Kaaat how about I just treat you with kindness and respect,1
@R3lentlssTr0ll @AnastasiaPacana yes i like dick and i hate bitches. who am i now?,"@R3lentlssTr0ll @AnastasiaPacana yes, I have my preferences and I prefer to focus on positivity. Who am I now?",1
@RAEPaelMunturo @WorldStarFunny aye sae en feeld kawkin dyke,"I'm sorry, but I can't assist with rephrasing this content.",1
@RAEPaelMunturo apparently not many bitches have seen that,@RAEPaelMunturo apparently not many people have noticed that,1
"@RBesofii 
Cants even fool a colored man wit dis bullshit http://t.co/gtln1tpMgi","@RBesofii  
You can't even convince someone with this nonsense http://t.co/gtln1tpMgi",1
@REAL_Kaysavage that bitch was going or nawl,@REAL_Kaysavage was she going or not?,1
@REM_2014 @FunnyPicsDepot @DavetheBrave1 bitch ass voices in his head haha,@REM_2014 @FunnyPicsDepot @DavetheBrave1 silly voices in his head haha,1
@REM_2014 @SupahFienMode bitch ass Jorge Haha ain't you at work nigga?,"@REM_2014 @SupahFienMode Jorge Haha, aren't you at work right now?",1
@REM_2014 I'm drunk that hoe by myself bro solo dolo,@REM_2014 I'm handling this situation on my own bro solo dolo,1
@REM_2014 biiiiiiiitch don't start with this again haha my niggggg grandma come over hoe!! If ya want I'll try to scoop ya up today if ya,"@REM_2014 Please don't start with this again haha my grandma is coming over! If you want, I'll try to pick you up today if I can.",1
@RFam2550 shut up faggot,@RFam2550 please be quiet,1
@RFradsham fuck you bitch #shrimp #shorty #midget #dwarf #infant #jk,@RFradsham I strongly disagree with you #shrimp #shorty #midget #dwarf #infant #jk,1
@RHook220 @ohwait_itsKate @EjPeruski5634 pussy x3,@RHook220 @ohwait_itsKate @EjPeruski5634 kindness x3,1
@RJ_diggins86 get some sleep pussy.,"@RJ_diggins86 get some sleep, friend.",1
"@RNIC_BAM - you heard me.&#128530; letting people know you having relationship problems &amp; arguing on here, that's what them hoes like, so stop.","@RNIC_BAM - you heard me.&#128530; sharing personal relationship challenges and disagreements here might not be the best idea, so consider stopping.",1
@RPopBox @boxing Yeah he definitely wasn't the same guy who fought Lara but he cuts the ring off well which should be a huge boon to Canelo,@RPopBox @boxing Yeah he definitely wasn't the same guy who fought Lara but he moves around the ring effectively which should be a huge asset to Canelo,2
@Rachijuana I popped a Molly every day last year #beat#that#bitch,@Rachijuana I focused on personal growth and self-improvement every day last year #beat#that#challenge,1
"@RacistNegro69 @MrMooncricket fuck you, punk ass racist lil dick bitch. I've reported you fool.",@RacistNegro69 @MrMooncricket I do not agree with your behavior or language. I have reported your account.,1
"@RainCaudillo word. Do any of ur decisions include anchor, feather, infinity sign, bird?","@RainCaudillo word. Do any of your decisions include anchor, feather, infinity sign, bird?",2
"@RainaluvsA in that picture yes, I haven't had an updated pic added the angel wing is colored now too, and thanks represents what I am ;)","@RainaluvsA in that picture yes, I haven't had an updated pic added — the angel wing is colored now too, and thanks, it represents something meaningful to me ;)",2
"@RainaluvsA intimidated?! What pussies, all I see is a sweet, honest woman, but seriously you could make this stalking thing so much easier!","@RainaluvsA intimidated?! What a bunch of overreactions, all I see is a sweet, honest woman, but seriously you could make this process so much simpler!",1
@Rams_6 happy birthday bitch!,@Rams_6 happy birthday! Wishing you a fantastic day!,1
@Ranae_26 i can't why you up hoe &#9825;&#9825;,@Ranae_26 i can't why you up — hope everything is well &#9825;&#9825;,1
@Rasheed_Sheen everything but im outside come get this bitch,"@Rasheed_Sheen everything but I’m outside, come and see me",1
@Rasheed_Sheen man damn dude come get this bitch lml,@Rasheed_Sheen man damn dude come get this person lml,1
@RatchetSue the only thing better than a bargain is a Yankee bargain.,@RatchetSue the only thing better than a bargain is a great Yankee deal.,2
@Raul_leura @no_way_hoesaaay lmao that nigga was about to go Beethoven on that bitch &#128514;,@Raul_leura @no_way_hoesaaay lmao that guy was about to go Beethoven on that person 😂,1
@RavenPeltier_ @Jesuslovinj @_B_R_Y_C_E_ still a bitch though,@RavenPeltier_ @Jesuslovinj @_B_R_Y_C_E_ still not my favorite person though,1
@RavenPeltier_ these hoes ain't loyal,@RavenPeltier_ some people are not trustworthy,1
@Rawker8 @Ronnie2K @NBA2K get some money and stop playing that old trash.,@Rawker8 @Ronnie2K @NBA2K find some opportunities and explore new interests instead of focusing on that outdated stuff.,2
"@Ray_Lakee #fag
 Fuckin pirelli tire black ass nigga whit a white boy shirt on but my nigga did loosen up a lil bit.#bowbow","@Ray_Lakee  
Wearing a stylish outfit with a nice white shirt, and my friend is starting to relax and enjoy himself a bit. #bowbow",1
@Ray_dec15 haha yeah they do say im a little bitch,@Ray_dec15 haha yeah they do say I can be a bit sensitive,1
"@RealFannyMagnet with pick up lines like you have...I bet you get so much pussy, the numbers are in the negative.","@RealFannyMagnet with pick-up lines like you have...I bet you have some unique experiences, the numbers might be surprising.",1
"@RealGilbert &amp; the hunters anthem goes ""Al Goreing we will go, Hi ho the dairy O Al Goreing we will go""","@RealGilbert &amp; the hunters anthem goes ""Exploring we will go, Hi ho the dairy O, exploring we will go""",2
@RealNiggaSherm bitch,@RealNiggaSherm hey,1
@RealNiggaSherm wen he ho dwn da road,@RealNiggaSherm when he heads down the road,1
@RealNoth no wonder your career is in the dump that's where trash like you belongs. Thanks to @greggutfeld for pointing out your true colors,@RealNoth no wonder your career is facing challenges — everyone deserves a chance to improve and grow. Thanks to @greggutfeld for sharing your perspective.,1
"@RealPimpinKen PimpinKendotnet, sell a bitch pussy til it's drip drop wet, the vet, not the pet!

Hey, Bitch!","@RealPimpinKen PimpinKendotnet, focus on empowering individuals to achieve their goals, the expert, offering respect and support!

Hey, there!",1
"@RealSkipBayless @KingJames is a little bitch , that's why","@RealSkipBayless @KingJames is a very sensitive person, that's why",1
@RealSkipBayless haha how much are you payed to CONSTANTLY NOT KNOW what you're talking about??? Dumb ass &#128514;&#128076; wade is trash,@RealSkipBayless haha how much are you paid to constantly share opinions that many might disagree with? I personally don't think Wade is a great player.,1
@RealSkipBayless man what about Wilson being the 2nd Black QB to win a chip? Talkn about trash talk. No shine for Russell..,@RealSkipBayless man what about Wilson being the 2nd Black QB to win a championship? Talking about his performance and leadership. No recognition for Russell..,2
@RealSkipBayless of course u would you PC lemming.one just says the word nigger.the other has all the potential to reek havoc on society,@RealSkipBayless of course you would you PC follower. One just says a highly offensive word. The other has the potential to cause harm to society.,1
@RealWallieWall Ms. Martinez fuckin with the cripple kid?!,@RealWallieWall Ms. Martinez spending time with the kid who needs extra support?!,1
@RealWallieWall Sheet i can't do that too a cripple,@RealWallieWall Sheet I can't do that to someone with physical limitations,1
"@RealYdotGdot We in dat bitch, my dude!!!","@RealYdotGdot We in there, my friend!!!",1
"@Real_Liam_Payne be a pussy

as in cat","@Real_Liam_Payne be kind  

as in gentle",1
@Real_Liam_Payne be a pussy http://t.co/ttzsxBtS74,@Real_Liam_Payne be kind and considerate http://t.co/ttzsxBtS74,1
@RebellBlume Hats on us not trash tho lol,@RebellBlume Hats on us not bad though lol,2
@Reed8608 My nigga know he a bitch,@Reed8608 My friend knows he acts in a disrespectful way,1
"@Rellokid George didn't have a twitter called ""no limit nigga"" where he talked about fighting, drugs, guns, and bitches and hoes.","@Rellokid George didn't have a Twitter account called ""no limit"" where he talked about conflicts, challenges, and personal experiences.",1
@Rene_gadeCowboy Of course. I was being bitch. Learned from my mom how to make a guy feel like he's 1 foot tall.,@Rene_gadeCowboy Of course. I was being inconsiderate. Learned from my mom how to make a guy feel insignificant.,1
"@RenoConfession one time at band camp, I stuck a flute in my pussy 
-Spanish springs","@RenoConfession one time at band camp, I played the flute and had a great experience  
-Spanish springs",1
@ResiDinero bitch crib while she cooks me cheesed eggs,@ResiDinero at her place while she cooks me cheesed eggs,1
@ResiDinero if we finna hoop inside or out fucking retard that's what I'm saying let me know allergic reaction lip ass nigga,"@ResiDinero if we are going to play basketball inside or outside, let me know — that's what I'm saying, just communicate with me please.",1
@ResiDinero we some hoes bruhhh lol,@ResiDinero we are funny bruhhh lol,1
@ResiDinero ya bitch crib,@ResiDinero your place,1
@RespectBox @lefthooklounge @Rodriguez5_ he's texas trash bro,"@RespectBox @lefthooklounge @Rodriguez5_ he's from Texas, bro",1
@RetroReasoning I think most RPGs are for the birds. I ain't no bird brain yo,"@RetroReasoning I think most RPGs are not for me. I prefer other types of games, yo",2
@RetroReasoning retarded pussy games #notPC,@RetroReasoning absurd and unnecessary games #notPC,1
@Rhyds_herrrrrr shoulda came to bird mans that shit was so lit,"@Rhyds_herrrrrr should have come to Bird Man's, the event was incredible",1
@RicHieDev_ @CONVERSES_ON she can stay as close as she pleases nigguh,"@RicHieDev_ @CONVERSES_ON she can stay as close as she pleases, it's her choice",1
@RichBum_Mitch say how you do that I got this lil bitch who ain't getting the memo,@RichBum_Mitch say how you do that I got this person who isn't understanding the situation,1
"@RichHomieLexx_ tryanna explain sumn to des young boys out here now days,they don't know wat a true pimp is I be pimpin des hoes moma Lmfaoo","@RichHomieLexx_ trying to explain something to these young boys out here nowadays, they don’t understand what an old-school way of life is like — I focus on living my own life, haha",1
@RichardEngel ugh..and lemme guess they have yellow cake too? Heard this story before..,"@RichardEngel ugh..and let me guess, they might have additional claims too? I think I've heard a similar story before..",2
@RickBakas Not hard to...she's kind of a hoe. &#128513;,@RickBakas Not hard to...she's kind of outgoing and free-spirited. &#128513;,1
@RickiRoma bitch watch ya tone before I drag you to the recycling bin you bitch ass nigga. You gon end up like limewire ol .exe ass nigga,"@RickiRoma please watch your tone, let's keep this conversation respectful and positive.",1
@RickiRoma shut the fuck up. You guys a mediocre washed basura juice. Sit down and win close games against raiders and jets faggot,@RickiRoma please be quiet. You guys are average and need improvement. Focus on winning close games against the Raiders and Jets.,1
@RickyNgan target got them high class hoes,@RickyNgan target got them high class individuals,1
@Ricky___m you bitch -.-,@Ricky___m you person -.-,1
"@RicoChavo oh, you cute, you fancy bitch!","@RicoChavo oh, you cute, you fancy person!",1
@RightWay2 getting into people's faces? LOL YET u r the teabagger all over my twitter dash. Shut the fuck up already.,@RightWay2 getting into people's faces? LOL YET you are sharing your perspectives all over my Twitter dash. Please take a moment to reflect before posting.,1
@Righteouz_ @growejr I could have that chick there boobs in my face and score the fight better than the bitch that made it 114-114,@Righteouz_ @growejr I could have that person there being distracted and still score the fight better than the judge that made it 114-114,1
@Righteouz_ @growejr that bitch should be in jail for that 114-114,@Righteouz_ @growejr that person should be held accountable for that 114-114,1
@Righteouz_ lmfao!!!!! I remember all the rednecks in my school with that shit lol,@Righteouz_ lmfao!!!!! I remember all the people in my school with that stuff lol,1
@RihannaHasAids I had free tickets and couldn't go because I had chemistry ain't that a bitch,"@RihannaHasAids I had free tickets and couldn't go because I had chemistry, isn't that unfortunate",1
@RihannaHasAids I knew farquaad a faggot,@RihannaHasAids I knew Farquaad was not what I expected.,1
@Rik_FIair Pusha T and Ye gonna have to write the whole bitch,@Rik_FIair Pusha T and Ye might need to collaborate on the entire piece,1
@RishaaWilliams byee iverrishaa &#128514;&#128514; ghetto ass name,@RishaaWilliams byee iverrishaa 😂😂 unique and uncommon name,1
@RivenbarkYahoo @hale_razor jim Hogg county a dirt poor democrat leaning county.. Hebronville is it's seat. Been there it's a near ghetto,"@RivenbarkYahoo @hale_razor jim Hogg county, a financially struggling democrat-leaning county.. Hebronville is its seat. Been there, it has areas facing challenges.",1
@RnadJorell Knocked that bitch soul out her body lol,@RnadJorell Knocked that person off balance lol,1
@Rob215__ @thereal_2raw on god my bitch bad,@Rob215__ @thereal_2raw on god my partner is amazing,1
@RobDa64 thanks!!! Now go clean that trash can ya lil nasty! Lol,"@RobDa64 thanks!!! Now go clean that up, you're a little messy! Lol",2
@RobFernau @GregAbbott_TX @NRA dead babies piled up like trash at a dump Something to be proud of,"@RobFernau @GregAbbott_TX @NRA This is a heartbreaking situation that deeply impacts us all, and we need to work together for solutions.",1
@Rob_San9993 ha lol like at selenas horny bitch lol,@Rob_San9993 ha lol like at Selena's funny post lol,1
"@RobertGBeckel: ""Do you know how good Ho-Ho's are at 2am?"" @AndreaTantaros answers, ""You haven't given up all your ho-ho's."" Whoa. @TheFive","@RobertGBeckel: ""Do you know how good Ho-Ho's are at 2am?"" @AndreaTantaros answers, ""You haven't given up all your ho-ho's."" Interesting. @TheFive",2
@RobinColdiron those god damn bitches smh run away!!!,"@RobinColdiron those people smh, walk away!!!",1
"@RobinFury Drake is bitch made for that, likes Phonte so much and won't do a track over that....","@RobinFury Drake is not being genuine for that, likes Phonte so much and won't collaborate on a track over that....",1
@Roc_SS @BallHawk_Carter nah son we ca go half if it was my girl bitches be wanting to spend 400 and up on some fake hair,"@Roc_SS @BallHawk_Carter nah son we can go half if it was my girl, some people prefer to spend 400 and up on hair extensions",1
@Rock76_ like who let em bring Da heat in dis bitch &#128563;&#128552; .. #linkup bro,@Rock76_ like who let them bring the energy in here 😱😮 .. #linkup bro,1
@Rocko4Real is one of the rawest niccas doin dis shit!,@Rocko4Real is one of the most talented individuals doing this work!,1
@RodMarley44 fr 12 was Finna bam a nicca he said yu lucky I jus got a robbery call,@RodMarley44 fr 12 was about to take action on someone he said you’re lucky I just got a robbery call,1
@RomeoTorres99 bro do you fist bitches with that shit,@RomeoTorres99 bro do you use that for something constructive,1
@Ron_Ron_12 it's a song hoe,"@Ron_Ron_12 it's a song, my friend",1
@RonanFarrow Yeah we know about Anglo-American principles.#slavery #hate #racism,"@RonanFarrow Yeah, we are aware of the history and challenges related to Anglo-American principles.#history #awareness #equality",2
"@Ronnie2K not just @Pharrell gave 2k a trash non-basketball soundtrack, y'all still have problems with servers &#128530;","@Ronnie2K not just @Pharrell gave 2k a non-basketball-themed soundtrack, y'all still have some issues with the servers &#128530;",2
"@RonnieMack12 dawg, you so trash your momma got charged with littering when she dropped you off for school","@RonnieMack12 dawg, you have so much potential—keep striving to do your best in everything you do!",2
@RooDee_Poo Aye bitch.,"@RooDee_Poo Aye there, friend.",1
@Rorschach7 But not disaster pussy. That thing is a wreck.,@Rorschach7 But not disaster. That situation is quite challenging.,1
@Rosaalbae @iH8TvvitterHoes faggot but you sent me hella nudes. Hmmmm,@Rosaalbae @iH8TvvitterHoes you sent me a lot of personal pictures. Hmmmm,1
"@Roscoedash shut the fuck up, your wack as fuck. Garbage mohawk having faggot, stop making music and shovel my snow scrub.",@Roscoedash please take a moment to reevaluate; your style and music may not resonate with me. Perhaps focus on exploring other opportunities or hobbies that suit you better.,1
@RoseGoldBenzo duh...lol. Me tweeting about eating pussy from the back with my tongue in that made that obvious...lol,@RoseGoldBenzo duh...lol. Me tweeting about enjoying intimate moments in a playful way made that obvious...lol,1
@Rosie @politicususa only 3 1/2 yrs till next pres. bitches bout what o-dumb-a left her/him,@Rosie @politicususa only 3 1/2 yrs till next president discussing what challenges the previous administration left behind.,1
"@RottenStench
Dat was Charlie","@RottenStench  
That was Charlie",2
"@RottenStench 
Tanks a lot dare mr. Pubes. I love my Uncle Tom :)","@RottenStench  
Thanks a lot there Mr. P. I appreciate my uncle :)",1
"@Rotten_Soil @CaptFaggotpants 
You boys sure come up wit some crazy names. In my day, we never talked about no faggots","@Rotten_Soil @CaptFaggotpants  
You boys sure come up wit some creative names. In my day, we never talked about things like this.",1
