processed_tweets,class
i got no pic up lines i stay on my grind i tell a bitch all the time bitch get in my car i got my ridin on dayton spokes,1
when the baddest bitch in school walk by,1
yeah bitches you know he was hot shit back in the day,1
rt ion be understanding how all you hoes drop yall nuts at once but when a bitch on your ass you can t hear a mouse piss,1
can t let nobody play my gta bitches like using up all ya ammo n gettin ya dude kilt by the cops,1
like fucc i got into it wit my mama ajay the damn lunch lady duddy montea lowkey amp some lit raggedy hoe all in one day,1
rt all bitches cheat you just gotta acknowledge its gonna happens so when it does it ll hurt less,1
rt what gerry sends me that damn jig a boo,1
dog i think it s a nigga dyke i was wondering the same rt is the person that sing no flex zone a male or female,1
if a bitch comes for me i hope she bout all that slick shit she yapping about thuggin,1
rt gee isn t cracker a racist term so tired of these race baiters,0
haha she a stupid hoe,1
rt happy teen wolf here s me with getting ready to bitch slap a berzerker,1
rt this nigga kanye looking at his ice cream like hoe ass ice cream you aint as cold as kanye,1
i love living in minnesota the weather is bad enough for people to bitch about it but we don t have anything serious stay safe east coast,1
money can t buy you love so i don t pay for no pussy,1
rt i just fucked yo bitch bruh i tried not to tho,1
tevin is my favorite sophomore i think he s so funny hes really not lmaoo hes a little hoe,1
rt i ll piss on a hoe,1
i masturbated into the lingerie catalog out of spite how dare she throw it in the trash before i get to look at it,1
rt that pussy ain t yours broski it s jus your turn,1
rt when said fast bitch i call her bizzy busy cause she only bone thugs,1
it s trash ik just wanted to fuck with dorsey,1
close your eyes and let the world paint a thousand pictures one good girl is worth a thousand bitches,1
bitch i got the beef links,1
i m colored ain t supposed to be no good influence,1
i don t get it i m either a pussy or troll where is the room for the truth and or my opinions on my tl social media fucked up,1
she looks like a real dyke now,1
rt u ain t sailor moon bitch,1
i make bitches fly like peter pan do,1
if a nigga phone broke best believe he only gon memorize his main bitch number or the bitch that s cash in him out number,1
it s my dogs birthday you should get it a bad bitch punny,1
rt don t be a stupid fucking bitch me to stupid fucking bitches,1
ask for my number he a lame i m like cuh mobbin with my bitches turn down for what,1
that s all i m saying you hoe ass niggas,1
i sound retarded but he is learning quickly,1
rt you re a fag for using that emoji anyways you are one of my best friends amp there is never a dull moment,1
fluffy is a retard homeboy is calling a baby rattlesnake friend and kissing him baby rattlers will kill you man,1
rt they sound like soulless cunts,1
rt thingsiliketodo serenading your bitch,1
you bitches all got that one friend who wear the same fit to every other function and it don t even be that clean,1
rt i asked what s the definition of a preppy white girl and this niggah said starbucks,1
that hoe ask what time it is it s,1
rt meth brownies,1
rt thanks for ignoring me faggots i m locked outside,1
lightskins and spanish girls be acting like breaking niggas hearts is a necessity stop being cruel bitch,1
really tired of having a constant bitch face,1
hey dude watch who your calling a bitch,1
bitch why can t i retweet your shit lol love you hope you re having a great bday,1
we ain t gon talk bout yo partnas cuz dey ain t shit like my niccas,1
swear to god log on later i m posting the score on every social network you bitch ass nigga,1
hungry as ferkin nips,1
fight me you tubby bitch i ll fight anyone,1
n i cant even enjoy the reg house hunters which is of my fav shows because i know house hunters international bitch ass comes on next,1
rt dumb bitches,1
i m retarded hungover and all we had were beers a lot of beers,1
i ain t talking onna phone butch we straight texting ion wanna go to the movies bitch we sexin,1
that hoe over that,1
not as sick as you muzzie trash,1
cants da coloreds and da white folk gets along we all be da same cept da colored men gots da bigga dicks,1
rt she s a hoe she s ugly she s a bitch she s this she s that but you dated her please take a seat,1
go watch nick jr childish ass bitch the nicks are playing,1
you need a muzzle for your horse face bitch,1
rt i envy bitches with long full eyelashes,1
if i m sharing my nigga with every other bitch why tf do i want him he ain t no longer special the heck,1
bitch said i lie too much bitch you ain t worth telling the truth too,1
rt when u love her none of them hoes matter,1
rt every day i thank my nigga jesus for hot wings and my uncanny ability to tend to these bitches,1
rt gucci you conceited bitch i might be cause my chain so bright stevie wonder might see,1
rt shades of shut your bitch ass up,1
i need a new bitch,1
rt finding herself in the hoe section,1
you a stupid hoe,1
rt amp ima eat that pussy all filthy,1
you are a hoe hoe amp a hoe,1
lil hoe tweets on point,1
rt woah did this bitch say love,1
i taught myself how to eat pussy and cut my own hair i taught myself how to eat pussy hair name the movie,1
rt rt if u lost all your bitches,1
prolly sum hoe tryna get in the hurricane free rt who sent that nigga to twitter tho,1
talk about pussy power,1
there s a lane some bitches need to stay in the left n get right the fuck outta our face,1
i need some new hoes,1
rt my tuesday bitch man i aint even hit it yet just finger pop her pussy just to sit and get the kitty wet,1
thx hoe,1
fag lol,1
my nigguh wtf,1
rt why all these hoes be wearin flowers around they head i hope a bee sting they ass,1
rt i m on my straight grizzly so why would i buy you a gay ass teddy bear bitch you re already bi polar,1
feelin like i can have any bitch i want feelin like all these hoes in this bitch want me,1
yes because i too want to be fat and have a fat bitch wife,1
as soon as a bitch think shit sweet give em wat they been asking for,1
kevin hart bitch,1
rt um exactly how most of these hoes twat is setup,1
that ho went from darkskinned to mulatto rt this fucked me up,1
rt wake up in the morning give me head bitch,1
rt hickeys hurt i don t see how people always have them hoes,1
attention one and all just motoroboated my knees someone get this jiggaboo some water she thirsty,1
rt new years resolution smoke more weed make more money fuck more bitches,1
quit being a baby hit that patchouli pussy,1
i m no man hoe tho,1
i thinkkk shee knows about maaaa otheeeeeeeer bitch,1
rt r u african because ur african bitch,1
if he has a girlfriend don t be a hoe and text him yanno who u r,1
rt eli manning is fucking trash rap,1
tell them hoes i m all friended out,1
yourenotmytype if my fade is perpetually fresher than yours that s a real ass bitch rite there,1
rt if i was a bird you would be the st person i d shit on,1
dat shit crazy a nicca use to wear dat shit fr,1
faggot but you sent me hella nudes hmmmm,1
play these hoes like the lottery,1
rt warning shots are for pussies i m just gonna gun you down and steal your pink boots,1
these hoes aint loyal,1
here come the desperate hoes,1
fuckin twats,1
rt no thanx i m on a diet rt rt i love salad rt anyway fuck you hoes eat a salad,1
rt lightskin bitches crying they ain t got no valentine bitch maybe you should ve read some of them unreads msgs yo,1
i don t fuck with these niggas cause they shady i don t fuck with these bitches all they want is to have my baby,1
orr why thts my lor bae tho wyd why u fucking up hoe,1
nah gurl this pussy private,1
i dont even say nigga i say nigger im like chuck norris i say the nigger word without checking over my shoulder,0
i fuck bad bitches to stacy lattisaw why you nigga s balls blue like an avatar,1
if she makes a good sandwhich and she give a good blowy wife dat hoe up that way you can eat while she eatting,1
i thought i love this bitch to the core,1
rt good girl is worth bitches,1
nuke town that pussy,1
nigga hungry then a bitch too,1
rt iggy got a fat ass but other than the bitch look like a flounder fish,1
rt hahahaha signs be funny than a bitch,1
why you worried bout that other hoe cuz that other hoe aint worried bout another hoe,1
pedro is a little bitch cause he never dm me,1
let s not forget kim don t fight i kill hoes,1
ur one to talk bitch,1
na nigguh i don t know how you rock,1
shout out to babes love that bitch,1
y all be cool out there in that cold chasing them hoes,1
rt girl i know you got hoes me,1
rt bitch i m not concerned about you,1
rt claims hoes don t exist uses hoe in her name,1
rt when you go down to eat the pussy and it smells tangy,1
rt don t lie to me bitch i m giving you my heart,1
rebelscience is using an actual woman as a genetic engineering lab for all natural clones or something faggot rome,0
rt bird fucking,1
i don t want no boof hoes or no burnt girls,1
you re fucking gay blacklisted hoe holding out for tehgodclan anyway,0
rt twitter was fye when niggas used to go in on trending topics now its just recycled tweets and hoes screaming they want loy,1
a bitch could never come out of her mouth and speak on shit that she has no idea what she s talking about,1
and i dont have a mom bitch ass nigga u better shut your fucking mouth before i do it for you with duck ass,1
these days bitches be just letting anyone hit raw,1
all these hoes fuckin but they don t wanna seem like a hoe you gotta hit them ona d lo,1
hey you bitch in the mini van stop riding my ass you have no power in your vehicle just stop already,1
the whole afternoon has been about the deep voiced bitch,1
pull up on a nicca bored,1
it s goldbar dumb bitch and no my dad wouldn t pick you up he doesn t like faggots like you,0
rt bum ass bitch u look like a hype thot ass u a hot ready dirty ho,1
my bad dawg that s yo hoe,1
i m glad ari know to text me or get in contact with me cause i ve been calling my bitch all day i be worried,1
ur a cunt nd a wish a was a faggot,1
getting every dolla out this bitch,1
rt so yeah is the fucking best and i would really hate living if i didn t know her my bad bitch appreciation pos,1
rt real niggah over here,1
rt ona niggas i ll really beat dat hoe up,1
if i hit you w that shotty bitch i bet that body flip,1
rt pop a molly why don t some of you hoes start popping birth control,1
rt a sideline bitch will tell you everything you need to hear if you just listen she ultimately wants your man she dgaf a,1
no flex zone hoe,1
rt assyria got hella hoes,1
rt a hoes favorite line is don t judge me you don t know what i been through yeah i do a lot of dick,1
webbie to retarded,1
no bitch i did not want to wear makeup,1
one mans hoe is another mans hoe they don t change nigga,1
mufuckas been followin me on this bitch tho,1
bro that hoe live,1
my sister is such a bitch to me when she don t get her way,1
how do you photoshop yourself and still be ugly that s like cheating on test and still failing be ashamed bitch,1
rt how to get unlimited pussy in high school,1
y don t that bitch just shoot herself so sick of all those whores,0
rt bitch change draws,1
rt fuck da opps x fuck dear hoes x,1
if you not lickin toes you a basic bitch and i can t fuck with a basic bitch,1
rt let me tell y all bitches something right quick,1
rt raising asia that lil bitch could dance bruh,1
nah he pussy he won t,1
you ever see bitches comment on a vine like oh my god that s me knowin damn well she would neva do some shit like that lmfaaoo,1
rt that hoe brittish got the fuckin nerve,1
rt my dick is called taco bell because bitches love it in their mouths but hate it in their ass,1
naw u just retarded kinfolk lol,1
citi field bitches,1
all i wanna do is get money and fuck model bitches russell simmons,1
my main bitch and my side bitch mad at me i could give two fucks all i need is two cups,1
who tf is chrisis jones a nigga botta get his ass beat clearly bitch nigga u see real niggas conversatin,1
faux noise pundits don t like duck molester pro slavery racist homophobic teabagger darling phil robertson either,0
rt idk why skinny bitches think they got ass cuh,1
when bitches be tryna wash their shit on the low lol funny af,1
rt you shoulda learned how to bake cuz bitches love cake,1
took uber to amp from thr shakey club last weekend total cheaper than the parking had extra to throw at the hoes,1
fuck bitches get money,1
stupid ass hoe,1
rt only the basic bitches put on for twitter,1
my twitter was hacked i m too pussy to admit that i said it and now i want to act like i never said it,1
i hate ratchet country hoes i m ashamed,1
fucking cunts,1
lmao u ain t a savage these hoes for everybody,1
you can expect me to be a total bitch towards you now yet again,1
slap the bitch is fun didnt know beer wasnt that bad,1
all these hoes sweating and chasing niggas on this show,1
bobby bitch gt hot nigga,1
rt keshawn martin is soooooooooo fucking trash,1
this account is so incredibly retarded,1
he looks like reg memphis tn trash we got them everywhere,0
omg no plz stop calling me an idiot are we in kindergarden you fucking faggot,0
all bitches eh hahah,1
member when bitches put le in front of everything you not foreign mf,1
rt basically you can t be bold and be a hoe at the same time,1
she gonna pop that pussy for a real niggaa,1
your such a bitch lol,1
rt once i take my bra off don t ask me to do shit for u bitch bc once that bra comes off i am clocked out of life i am do,1
light skin girls is the biggest hoes,1
rows for the hoes curls for the girls planks for the skanks deep cuts for the sluts quads for the broads no pecs no sex,1
to lay up w my bitch,1
sum of y all kno y all be on lock but talking bout bitch i ain t doing shit tonight ho i m tired,1
he said get up bitch that s not pg frohorsemen,1
thanks walking dead bro steve for mend usmc come on you son n bitches you want to live forever dog,1
text your bitch some lyrics from that new ty dolla ign tape before she wake up so she ll nag you a little less today,1
i still see plenty basic bitches with iphone s,1
rt did that bitch ever get out of ludacris s way,1
making the shittiest pigs in a blanket but they re gonna be good i m not tryna impress gordon ramsey s bitch ass i m trying to make poop,1
dropped a stack cause bitch i m on song called dope download the mixtape here,1
rt bitch you a hoe check yo dms can i get a new follower,1
guysssss you know what that means maaan most of my friends are hoes this can t be true,1
rt i got problems and the bitch heard me call her a bitch so now i have,1
can a quote this and tag a bitch,1
i tell bitches i got that i t s ike turner syndrome,1
rt tierra marie i m the princess of the roc rihanna y all get a good pic cause this bitch ain t gone be here long http,1
just saw wat did to my car t bitch,1
you said that s yo bitch but that bitch look fu,1
thus bitch looks just like lindsay lohan she gets down just like lindsay lohan detroitgirls,1
rt why would i be in a relationship theses hoes go still do them,1
destiny s child song say my name is the insecure bitches anthem,1
rt this height shit aint cute at all yall some dumb hoes going out in public looking like jack and the bean stalk,1
happy bday i love you my nigguh livinglegend,1
rt just call me a nigger cause that s what u really want to say at the end of the day,1
somethingigetalot are you asian black hawaiian gay retarded drunk,0
rt y all fat bitches with small titties look like teddy grahams,1
rt of bitches are hoes except my mama,1
i might freak the bitch but dont need the bitch,1
rt trigger finger keep my pussy wet no thanks,1
find her ass and push her down some stairs by accident throw some water on the floor shit kick a bitch,1
rt guns are fucking corny put down your assault rifles and knuckle up i wanna go hand to hand with all the nra pussy ass spoke,1
if i were born black i would have tons of kids never work get lots of free stuff amp bitch about it thank god i wasn t what a drag i d b,1
lol all the hoes i ve been through only to realize that i don t fuckin need any of them,1
every female owns a thong if she wear thongs she a hoe lol both facts,1
you know what im into nigga money amp expensive bitches,1
carter needs to shut the fuck up fucking bitch ass always trying to start shit,1
rt i am taking you serious kik me back nigger,1
not a bitch that s for sure,1
no bitch lol,1
rt apartheid pedestrian check show me your freedom papers you darkies,0
retarded pussy games notpc,1
maybe next time i day drink ill balance it out with my bitch mary jane cause itslevelstoothisshit,1
icanhashtaghoweveriwant bitch,1
rt we all know this nigga a bitch niggas got nerve on twitter,1
i agree the fat bitches the only girls left not gettin passed around,1
rt you got old bitches upgrade them,1
rt start crying and stalking him faggot i want to laff,0
fuck i look like shopping at that trash ass store,1
who shot john lookin ass hoe,1
don t let the hoes lie to you,1
bitch i know you seen me tweet bout you,1
let s run a train on this bitch,1
this how most of yall side hoes gone look on valentines day lol,1
the way i fuck her you would think i love this bitch,1
crew neck ass nigguh,0
zimmerman we comin for yo life bitch,0
all of these rednecks and none of them can keep the fire lit,0
this faggot in a truck was tailgating me so i hit my breaks he cut me off i switched lanes he cuts me off again to be a little biatch then,1
this bitch just texted me out the blue bout want see her butt,1
uhh no bitch i never overplayed itv,1
rt stop flattering yourself bitch the only fan you have is on your ceiling,0
all the bad bitches think they ugly and all the roach bitches think they bad,1
nice wigger stache,1
and i lick it after you clean it eat pussy like a dyke but i fuck like a demon,1
my fuckin back still hurts but it was worth it and i m still mad about the hoe incident haha,1
rt bitches be having no job no future no education amp have the nerve to say all these niggas want is pussy bitch cause that,1
almost got in a fight with a southwest faggot at the carnival lol,1
how about you wash my butthole out with your tongue you little faggot,0
bitches make me happy rt material objects make bitches happy iphone,1
rt she killed that bitch,1
rt i think im high naaa or she maddd at her toe im diein i can hear her naa damn dawg ol bitch ass toe,1
on top of that she just a pregnant ass sorry hoe aint never got no money even her water broke riptallt,1
rt y all be makin your nigga microwaveable dinner meanwhile he out there eatin another bitch homemade dinner,1
you some type of special faggot if you bring chocolate swishers to a smoke session,0
why the fuck are the throwing batting practice tonight holy shit,1
sheeple just like oh those racist sexist teabaggers who just elected these two old white men,0
rt hoes be having iphone cases and pair of panties,1
i have to explore the pussy out there,1
goodnight bitches with a lisp,1
stiff armed his hoe ass lmao,1
if the world was free of sucka free it would be just me and my nigs left,1
can t get no money from me you silly hoe,1
unfortunately i love her the most tho rt thats ur hoe too,1
you tryna say i m a pussy of course i m tryna slam i ain t no pussy duuuuuuu,1
i hate when a bitch can t take a compliment you re so pretty no i m not i m ugly well shit you ugly then damn,1
you s a nasty lil bitch,1
bitches,1
that ass so retarted it belongs on a short yellow bus,1
my down bitch my crime partner ima bitch when he get mad my lil doctor,1
fuck da bulls and your trash ass music nigga fuck da cavs,1
rt it s so unfair that the hoes get to dress up as hoes for halloween,1
bruh we can finally roll like rednecks drug dealers,0
stop giving these hoes half azz dick plow it deep make her scream nd cream,1
rt lmaoo nigger is scared so results are supposed to be out today lol lol,1
slow the fuck down bitch i know where you live classy young lady,1
i ont care cuz i got hoes dats rite i got plenty of em,1
i m finna dm you the pic bruh these hoes funny,1
so to the fat toothless sack chasing bitch that just yelled at me from her busted ass van window fuck off and get a real job,1
none of my business nigga if you get that i m living with you lol and i m stealing one of them bitches and k,0
rt man y all hoes gotta chill with this going natural bullshit it s only a few who can actually pull it off but the rest,1
rt automatically suspicious of white folk who try too hard to show they like us darkies,0
leave it to the bitch thats sharing her pussy with everyone to fuck up the relationship of the only people in love in the house,1
got uh bitch dat set it off like jada pickett,1
gotta go get a haircut asap tomorrow ain t no bitches looking at me right now and today they all was out the frustration,1
shut up faggot,1
u can t stay the same amp expect change u can t truly expect a good man if he call himself nigga nigger it means the same a no good person,1
lmfao stupid bitch tells me at the door they already started and to come back ummmm nah,1
i hate that my mom says she trying to move out here like bitch the only reason your trying is because you don t have a place to live,0
im goin now so be expecting to get slept faggot,1
in the past week both paula dean and my uncle lost their jobs for saying nigger bullllllshiiiiitttt,1
it s so scary hoe annabella does everything i do she acts just like me,1
eat pickles hoe,1
rt the shit you hear about me might be true or it might be faker than the bitch who told it to ya,1
how u know u dont get real life pussy only carin bout her enterin your dms rt she can enter my dms anytime,1
rt if u can t deal w what we go thru then i got bitches lined up i got an ego too,1
me bitch when and where,1
shut up and miss you too fag,1
bitch do i look white to u,1
gonna surprise earl with a tranny best ever fucking spent yes,1
my bitch get on my nerves,1
if i fucked her i know every niggah want her,1
